sampleid	processid
RRNW_069_G4	RRNW6291-23
RRNW_069_G5	RRNW6300-23
RRNW_069_G6	RRNW6308-23
RRNW_069_G7	RRNW6317-23
RRNW_069_G8	RRNW6326-23
RRNW_069_G9	RRNW6335-23
RRNW_069_H1	RRNW6266-23
RRNW_069_H10	RRNW6345-23
RRNW_069_H11	RRNW6354-23
RRNW_069_H2	RRNW6274-23
RRNW_069_H3	RRNW6283-23
RRNW_069_H4	RRNW6292-23
RRNW_069_H5	RRNW6301-23
RRNW_069_H6	RRNW6310-23
RRNW_069_H7	RRNW6318-23
RRNW_069_H8	RRNW6327-23
RRNW_069_H9	RRNW6336-23
RRNW_070_A1	RRNW6361-23
RRNW_070_A10	RRNW6442-23
RRNW_070_A11	RRNW6450-23
RRNW_070_A12	RRNW6459-23
RRNW_070_A2	RRNW6370-23
RRNW_070_A3	RRNW6380-23
RRNW_070_A4	RRNW6389-23
RRNW_070_A5	RRNW6398-23
RRNW_070_A6	RRNW6406-23
RRNW_070_A7	RRNW6415-23
RRNW_070_A8	RRNW6424-23
RRNW_070_A9	RRNW6433-23
RRNW_070_B1	RRNW6363-23
RRNW_070_B10	RRNW6443-23
RRNW_070_B11	RRNW6452-23
RRNW_070_B12	RRNW6460-23
RRNW_070_B2	RRNW6371-23
RRNW_070_B3	RRNW6381-23
RRNW_070_B4	RRNW6390-23
RRNW_070_B5	RRNW6399-23
RRNW_070_B6	RRNW6408-23
RRNW_070_B7	RRNW6416-23
RRNW_070_B8	RRNW6425-23
RRNW_070_B9	RRNW6434-23
RRNW_070_C1	RRNW6364-23
RRNW_070_C10	RRNW6444-23
RRNW_070_C11	RRNW6453-23
RRNW_070_C12	RRNW6461-23
RRNW_070_C2	RRNW6372-23
RRNW_070_C3	RRNW6382-23
RRNW_070_C4	RRNW6391-23
RRNW_070_C5	RRNW6400-23
RRNW_070_C6	RRNW6409-23
RRNW_070_C7	RRNW6417-23
RRNW_070_C8	RRNW6426-23
RRNW_070_C9	RRNW6435-23
RRNW_070_D1	RRNW6365-23
RRNW_070_D10	RRNW6445-23
RRNW_070_D11	RRNW6454-23
RRNW_070_D12	RRNW6463-23
RRNW_070_D2	RRNW6375-23
RRNW_070_D3	RRNW6383-23
RRNW_070_D4	RRNW6392-23
RRNW_070_D5	RRNW6401-23
RRNW_070_D6	RRNW6410-23
RRNW_070_D7	RRNW6419-23
RRNW_070_D8	RRNW6427-23
RRNW_070_D9	RRNW6436-23
RRNW_070_E1	RRNW6366-23
RRNW_070_E10	RRNW6446-23
RRNW_070_E11	RRNW6455-23
RRNW_070_E12	RRNW6464-23
RRNW_070_E2	RRNW6376-23
RRNW_070_E3	RRNW6384-23
RRNW_070_E4	RRNW6393-23
RRNW_070_E5	RRNW6402-23
RRNW_070_E6	RRNW6411-23
RRNW_070_E7	RRNW6420-23
RRNW_070_E8	RRNW6428-23
RRNW_070_E9	RRNW6437-23
RRNW_070_F1	RRNW6367-23
RRNW_070_F10	RRNW6447-23
RRNW_070_F11	RRNW6456-23
RRNW_070_F12	RRNW6465-23
RRNW_070_F2	RRNW6377-23
RRNW_070_F3	RRNW6386-23
RRNW_070_F4	RRNW6394-23
RRNW_070_F5	RRNW6403-23
RRNW_070_F6	RRNW6412-23
RRNW_070_F7	RRNW6421-23
RRNW_070_F8	RRNW6430-23
RRNW_070_F9	RRNW6438-23
RRNW_070_G1	RRNW6368-23
RRNW_070_G10	RRNW6448-23
RRNW_070_G11	RRNW6457-23
RRNW_070_G2	RRNW6378-23
RRNW_070_G3	RRNW6387-23
RRNW_070_G4	RRNW6395-23
RRNW_070_G5	RRNW6404-23
RRNW_070_G6	RRNW6413-23
RRNW_070_G7	RRNW6422-23
RRNW_070_G8	RRNW6431-23
RRNW_070_G9	RRNW6439-23
RRNW_070_H1	RRNW6369-23
RRNW_070_H10	RRNW6449-23
RRNW_070_H11	RRNW6458-23
RRNW_070_H2	RRNW6379-23
RRNW_070_H3	RRNW6388-23
RRNW_070_H4	RRNW6397-23
RRNW_070_H5	RRNW6405-23
RRNW_070_H6	RRNW6414-23
RRNW_070_H7	RRNW6423-23
RRNW_070_H8	RRNW6432-23
RRNW_070_H9	RRNW6441-23
RRNW_071_A1	RRNW6466-23
RRNW_071_A10	RRNW6546-23
RRNW_071_A11	RRNW6555-23
RRNW_071_A12	RRNW6564-23
RRNW_071_A2	RRNW6475-23
RRNW_071_A3	RRNW6485-23
RRNW_071_A4	RRNW6493-23
RRNW_071_A5	RRNW6502-23
RRNW_071_A6	RRNW6511-23
RRNW_071_A7	RRNW6520-23
RRNW_071_A8	RRNW6529-23
RRNW_071_A9	RRNW6537-23
RRNW_071_B1	RRNW6467-23
RRNW_071_B10	RRNW6547-23
RRNW_071_B11	RRNW6556-23
RRNW_071_B12	RRNW6565-23
RRNW_071_B2	RRNW6476-23
RRNW_071_B3	RRNW6486-23
RRNW_071_B4	RRNW6495-23
RRNW_071_B5	RRNW6503-23
RRNW_071_B6	RRNW6512-23
RRNW_071_B7	RRNW6521-23
RRNW_071_B8	RRNW6530-23
RRNW_071_B9	RRNW6539-23
RRNW_071_C1	RRNW6468-23
RRNW_071_C10	RRNW6548-23
RRNW_071_C11	RRNW6557-23
RRNW_071_C12	RRNW6566-23
RRNW_071_C2	RRNW6477-23
RRNW_071_C3	RRNW6487-23
RRNW_071_C4	RRNW6496-23
RRNW_071_C5	RRNW6504-23
RRNW_071_C6	RRNW6513-23
RRNW_071_C7	RRNW6522-23
RRNW_071_C8	RRNW6531-23
RRNW_071_C9	RRNW6540-23
RRNW_071_D1	RRNW6469-23
RRNW_071_D10	RRNW6550-23
RRNW_071_D11	RRNW6558-23
RRNW_071_D12	RRNW6567-23
RRNW_071_D2	RRNW6478-23
RRNW_071_D3	RRNW6488-23
RRNW_071_D4	RRNW6497-23
RRNW_071_D5	RRNW6506-23
RRNW_071_D6	RRNW6514-23
RRNW_071_D7	RRNW6523-23
RRNW_071_D8	RRNW6532-23
RRNW_071_D9	RRNW6541-23
RRNW_071_E1	RRNW6470-23
RRNW_071_E10	RRNW6551-23
RRNW_071_E11	RRNW6559-23
RRNW_071_E12	RRNW6568-23
RRNW_071_E2	RRNW6479-23
RRNW_071_E3	RRNW6489-23
RRNW_071_E4	RRNW6498-23
RRNW_071_E5	RRNW6507-23
RRNW_071_E6	RRNW6515-23
RRNW_071_E7	RRNW6524-23
RRNW_071_E8	RRNW6533-23
RRNW_071_E9	RRNW6542-23
RRNW_071_F1	RRNW6472-23
RRNW_071_F10	RRNW6552-23
RRNW_071_F11	RRNW6561-23
RRNW_071_F12	RRNW6569-23
RRNW_071_F2	RRNW6480-23
RRNW_071_F3	RRNW6490-23
RRNW_071_F4	RRNW6499-23
RRNW_071_F5	RRNW6508-23
RRNW_071_F6	RRNW6517-23
RRNW_071_F7	RRNW6525-23
RRNW_071_F8	RRNW6534-23
RRNW_071_F9	RRNW6543-23
RRNW_071_G1	RRNW6473-23
RRNW_071_G10	RRNW6553-23
RRNW_071_G11	RRNW6562-23
RRNW_071_G2	RRNW6481-23
RRNW_071_G3	RRNW6491-23
RRNW_071_G4	RRNW6500-23
RRNW_071_G5	RRNW6509-23
RRNW_071_G6	RRNW6518-23
RRNW_071_G7	RRNW6526-23
RRNW_071_G8	RRNW6535-23
RRNW_071_G9	RRNW6544-23
RRNW_071_H1	RRNW6474-23
RRNW_071_H10	RRNW6554-23
RRNW_071_H11	RRNW6563-23
RRNW_071_H2	RRNW6484-23
RRNW_071_H3	RRNW6492-23
RRNW_071_H4	RRNW6501-23
RRNW_071_H5	RRNW6510-23
RRNW_071_H6	RRNW6519-23
RRNW_071_H7	RRNW6528-23
RRNW_071_H8	RRNW6536-23
RRNW_071_H9	RRNW6545-23
RRNW_072_A1	RRNW6571-23
RRNW_072_A10	RRNW6651-23
RRNW_072_A11	RRNW6660-23
RRNW_072_A12	RRNW6668-23
RRNW_072_A2	RRNW6579-23
RRNW_072_A3	RRNW6588-23
RRNW_072_A4	RRNW6598-23
RRNW_072_A5	RRNW6607-23
RRNW_072_A6	RRNW6616-23
RRNW_072_A7	RRNW6624-23
RRNW_072_A8	RRNW6633-23
RRNW_072_A9	RRNW6642-23
RRNW_072_B1	RRNW6572-23
RRNW_072_B10	RRNW6652-23
RRNW_072_B11	RRNW6661-23
RRNW_072_B12	RRNW6670-23
RRNW_072_B2	RRNW6581-23
RRNW_072_B3	RRNW6589-23
RRNW_072_B4	RRNW6599-23
RRNW_072_B5	RRNW6608-23
RRNW_072_B6	RRNW6617-23
RRNW_072_B7	RRNW6626-23
RRNW_072_B8	RRNW6634-23
RRNW_072_B9	RRNW6643-23
RRNW_072_C1	RRNW6573-23
RRNW_072_C10	RRNW6653-23
RRNW_072_C11	RRNW6662-23
RRNW_072_C12	RRNW6671-23
RRNW_072_C2	RRNW6582-23
RRNW_072_C3	RRNW6590-23
RRNW_072_C4	RRNW6600-23
RRNW_072_C5	RRNW6609-23
RRNW_072_C6	RRNW6618-23
RRNW_072_C7	RRNW6627-23
RRNW_072_C8	RRNW6635-23
RRNW_072_C9	RRNW6644-23
RRNW_072_D1	RRNW6574-23
RRNW_072_D10	RRNW6654-23
RRNW_072_D11	RRNW6663-23
RRNW_072_D12	RRNW6672-23
RRNW_072_D2	RRNW6583-23
RRNW_072_D3	RRNW6593-23
RRNW_072_D4	RRNW6601-23
RRNW_072_D5	RRNW6610-23
RRNW_072_D6	RRNW6619-23
RRNW_072_D7	RRNW6628-23
RRNW_072_D8	RRNW6637-23
RRNW_072_D9	RRNW6645-23
RRNW_072_E1	RRNW6575-23
RRNW_072_E10	RRNW6655-23
RRNW_072_E11	RRNW6664-23
RRNW_072_E12	RRNW6673-23
RRNW_072_E2	RRNW6584-23
RRNW_072_E3	RRNW6594-23
RRNW_072_E4	RRNW6602-23
RRNW_072_E5	RRNW6611-23
RRNW_072_E6	RRNW6620-23
RRNW_072_E7	RRNW6629-23
RRNW_072_E8	RRNW6638-23
RRNW_072_E9	RRNW6646-23
RRNW_072_F1	RRNW6576-23
RRNW_072_F10	RRNW6656-23
RRNW_072_F11	RRNW6665-23
RRNW_072_F12	RRNW6674-23
RRNW_072_F2	RRNW6585-23
RRNW_072_F3	RRNW6595-23
RRNW_072_F4	RRNW6604-23
RRNW_072_F5	RRNW6612-23
RRNW_072_F6	RRNW6621-23
RRNW_072_F7	RRNW6630-23
RRNW_072_F8	RRNW6639-23
RRNW_072_F9	RRNW6648-23
RRNW_072_G1	RRNW6577-23
RRNW_072_G10	RRNW6657-23
RRNW_072_G11	RRNW6666-23
RRNW_072_G2	RRNW6586-23
RRNW_072_G3	RRNW6596-23
RRNW_072_G4	RRNW6605-23
RRNW_072_G5	RRNW6613-23
RRNW_072_G6	RRNW6622-23
RRNW_072_G7	RRNW6631-23
RRNW_072_G8	RRNW6640-23
RRNW_072_G9	RRNW6649-23
RRNW_072_H1	RRNW6578-23
RRNW_072_H10	RRNW6659-23
RRNW_072_H11	RRNW6667-23
RRNW_072_H2	RRNW6587-23
RRNW_072_H3	RRNW6597-23
RRNW_072_H4	RRNW6606-23
RRNW_072_H5	RRNW6615-23
RRNW_072_H6	RRNW6623-23
RRNW_072_H7	RRNW6632-23
RRNW_072_H8	RRNW6641-23
RRNW_072_H9	RRNW6650-23
RRNW_073_A1	RRNW6675-23
RRNW_073_A10	RRNW6755-23
RRNW_073_A11	RRNW6764-23
RRNW_073_A12	RRNW6773-23
RRNW_073_A2	RRNW6684-23
RRNW_073_A3	RRNW6693-23
RRNW_073_A4	RRNW6703-23
RRNW_073_A5	RRNW6711-23
RRNW_073_A6	RRNW6720-23
RRNW_073_A7	RRNW6729-23
RRNW_073_A8	RRNW6738-23
RRNW_073_A9	RRNW6747-23
RRNW_073_B1	RRNW6676-23
RRNW_073_B10	RRNW6757-23
RRNW_073_B11	RRNW6765-23
RRNW_073_B12	RRNW6774-23
RRNW_073_B2	RRNW6685-23
RRNW_073_B3	RRNW6694-23
RRNW_073_B4	RRNW6704-23
RRNW_073_B5	RRNW6713-23
RRNW_073_B6	RRNW6721-23
RRNW_073_B7	RRNW6730-23
RRNW_073_B8	RRNW6739-23
RRNW_073_B9	RRNW6748-23
RRNW_073_C1	RRNW6677-23
RRNW_073_C10	RRNW6758-23
RRNW_073_C11	RRNW6766-23
RRNW_073_C12	RRNW6775-23
RRNW_073_C2	RRNW6686-23
RRNW_073_C3	RRNW6695-23
RRNW_073_C4	RRNW6705-23
RRNW_073_C5	RRNW6714-23
RRNW_073_C6	RRNW6722-23
RRNW_073_C7	RRNW6731-23
RRNW_073_C8	RRNW6740-23
RRNW_073_C9	RRNW6749-23
RRNW_073_D1	RRNW6679-23
RRNW_073_D10	RRNW6759-23
RRNW_073_D11	RRNW6768-23
RRNW_073_D12	RRNW6776-23
RRNW_073_D2	RRNW6687-23
RRNW_073_D3	RRNW6696-23
RRNW_073_D4	RRNW6706-23
RRNW_073_D5	RRNW6715-23
RRNW_073_D6	RRNW6724-23
RRNW_073_D7	RRNW6732-23
RRNW_073_D8	RRNW6741-23
RRNW_073_D9	RRNW6750-23
RRNW_073_E1	RRNW6680-23
RRNW_073_E10	RRNW6760-23
RRNW_073_E11	RRNW6769-23
RRNW_073_E12	RRNW6777-23
RRNW_073_E2	RRNW6688-23
RRNW_073_E3	RRNW6697-23
RRNW_073_E4	RRNW6707-23
RRNW_073_E5	RRNW6716-23
RRNW_073_E6	RRNW6725-23
RRNW_073_E7	RRNW6733-23
RRNW_073_E8	RRNW6742-23
RRNW_073_E9	RRNW6751-23
RRNW_073_F1	RRNW6681-23
RRNW_073_F10	RRNW6761-23
RRNW_073_F11	RRNW6770-23
RRNW_073_F12	RRNW6779-23
RRNW_073_F2	RRNW6690-23
RRNW_073_F3	RRNW6698-23
RRNW_073_F4	RRNW6708-23
RRNW_073_F5	RRNW6717-23
RRNW_073_F6	RRNW6726-23
RRNW_073_F7	RRNW6735-23
RRNW_073_F8	RRNW6743-23
RRNW_073_F9	RRNW6752-23
RRNW_073_G1	RRNW6682-23
RRNW_073_G10	RRNW6762-23
RRNW_073_G11	RRNW6771-23
RRNW_073_G2	RRNW6691-23
RRNW_073_G3	RRNW6699-23
RRNW_073_G4	RRNW6709-23
RRNW_073_G5	RRNW6718-23
RRNW_073_G6	RRNW6727-23
RRNW_073_G7	RRNW6736-23
RRNW_073_G8	RRNW6744-23
RRNW_073_G9	RRNW6753-23
RRNW_073_H1	RRNW6683-23
RRNW_073_H10	RRNW6763-23
RRNW_073_H11	RRNW6772-23
RRNW_073_H2	RRNW6692-23
RRNW_073_H3	RRNW6702-23
RRNW_073_H4	RRNW6710-23
RRNW_073_H5	RRNW6719-23
RRNW_073_H6	RRNW6728-23
RRNW_073_H7	RRNW6737-23
RRNW_073_H8	RRNW6746-23
RRNW_073_H9	RRNW6754-23
RRNW_074_A1	RRNW6780-23
RRNW_074_A10	RRNW6860-23
RRNW_074_A11	RRNW6869-23
RRNW_074_A12	RRNW6878-23
RRNW_074_A2	RRNW6789-23
RRNW_074_A3	RRNW6797-23
RRNW_074_A4	RRNW6806-23
RRNW_074_A5	RRNW6816-23
RRNW_074_A6	RRNW6825-23
RRNW_074_A7	RRNW6834-23
RRNW_074_A8	RRNW6842-23
RRNW_074_A9	RRNW6851-23
RRNW_074_B1	RRNW6781-23
RRNW_074_B10	RRNW6861-23
RRNW_074_B11	RRNW6870-23
RRNW_074_B12	RRNW6879-23
RRNW_074_B2	RRNW6790-23
RRNW_074_B3	RRNW6799-23
RRNW_074_B4	RRNW6807-23
RRNW_074_B5	RRNW6817-23
RRNW_074_B6	RRNW6826-23
RRNW_074_B7	RRNW6835-23
RRNW_074_B8	RRNW6844-23
RRNW_074_B9	RRNW6852-23
RRNW_074_C1	RRNW6782-23
RRNW_074_C10	RRNW6862-23
RRNW_074_C11	RRNW6871-23
RRNW_074_C12	RRNW6880-23
RRNW_074_C2	RRNW6791-23
RRNW_074_C3	RRNW6800-23
RRNW_074_C4	RRNW6808-23
RRNW_074_C5	RRNW6818-23
RRNW_074_C6	RRNW6827-23
RRNW_074_C7	RRNW6836-23
RRNW_074_C8	RRNW6845-23
RRNW_074_C9	RRNW6853-23
RRNW_074_D1	RRNW6783-23
RRNW_074_D10	RRNW6863-23
RRNW_074_D11	RRNW6872-23
RRNW_074_D12	RRNW6881-23
RRNW_074_D2	RRNW6792-23
RRNW_074_D3	RRNW6801-23
RRNW_074_D4	RRNW6811-23
RRNW_074_D5	RRNW6819-23
RRNW_074_D6	RRNW6828-23
RRNW_074_D7	RRNW6837-23
RRNW_074_D8	RRNW6846-23
RRNW_074_D9	RRNW6855-23
RRNW_074_E1	RRNW6784-23
RRNW_074_E10	RRNW6864-23
RRNW_074_E11	RRNW6873-23
RRNW_074_E12	RRNW6882-23
RRNW_074_E2	RRNW6793-23
RRNW_074_E3	RRNW6802-23
RRNW_074_E4	RRNW6812-23
RRNW_074_E5	RRNW6820-23
RRNW_074_E6	RRNW6829-23
RRNW_074_E7	RRNW6838-23
RRNW_074_E8	RRNW6847-23
RRNW_074_E9	RRNW6856-23
RRNW_074_F1	RRNW6785-23
RRNW_074_F10	RRNW6866-23
RRNW_074_F11	RRNW6874-23
RRNW_074_F12	RRNW6883-23
RRNW_074_F2	RRNW6794-23
RRNW_074_F3	RRNW6803-23
RRNW_074_F4	RRNW6813-23
RRNW_074_F5	RRNW6822-23
RRNW_074_F6	RRNW6830-23
RRNW_074_F7	RRNW6839-23
RRNW_074_F8	RRNW6848-23
RRNW_074_F9	RRNW6857-23
RRNW_074_G1	RRNW6786-23
RRNW_074_G10	RRNW6867-23
RRNW_074_G11	RRNW6875-23
RRNW_074_G2	RRNW6795-23
RRNW_074_G3	RRNW6804-23
RRNW_074_G4	RRNW6814-23
RRNW_074_G5	RRNW6823-23
RRNW_074_G6	RRNW6831-23
RRNW_074_G7	RRNW6840-23
RRNW_074_G8	RRNW6849-23
RRNW_074_G9	RRNW6858-23
RRNW_074_H1	RRNW6788-23
RRNW_074_H10	RRNW6868-23
RRNW_074_H11	RRNW6877-23
RRNW_074_H2	RRNW6796-23
RRNW_074_H3	RRNW6805-23
RRNW_074_H4	RRNW6815-23
RRNW_074_H5	RRNW6824-23
RRNW_074_H6	RRNW6833-23
RRNW_074_H7	RRNW6841-23
RRNW_074_H8	RRNW6850-23
RRNW_074_H9	RRNW6859-23
RRNW_075_A1	RRNW6884-23
RRNW_075_A2	RRNW6893-23
RRNW_075_A3	RRNW6902-23
RRNW_075_A4	RRNW6911-23
RRNW_075_A5	RRNW6921-23
RRNW_075_A6	RRNW6929-23
RRNW_075_A7	RRNW6938-23
RRNW_075_A8	RRNW6947-23
RRNW_075_B1	RRNW6886-23
RRNW_075_B2	RRNW6894-23
RRNW_075_B3	RRNW6903-23
RRNW_075_B4	RRNW6912-23
RRNW_075_B5	RRNW6922-23
RRNW_075_B6	RRNW6931-23
RRNW_075_B7	RRNW6939-23
RRNW_075_B8	RRNW6948-23
RRNW_075_C1	RRNW6887-23
RRNW_075_C2	RRNW6895-23
RRNW_075_C3	RRNW6904-23
RRNW_075_C4	RRNW6913-23
RRNW_075_C5	RRNW6923-23
RRNW_075_C6	RRNW6932-23
RRNW_075_C7	RRNW6940-23
RRNW_075_C8	RRNW6949-23
RRNW_075_D1	RRNW6888-23
RRNW_075_D2	RRNW6897-23
RRNW_075_D3	RRNW6905-23
RRNW_075_D4	RRNW6914-23
RRNW_075_D5	RRNW6924-23
RRNW_075_D6	RRNW6933-23
RRNW_075_D7	RRNW6942-23
RRNW_075_D8	RRNW6950-23
RRNW_075_E1	RRNW6889-23
RRNW_075_E2	RRNW6898-23
RRNW_075_E3	RRNW6906-23
RRNW_075_E4	RRNW6915-23
RRNW_075_E5	RRNW6925-23
RRNW_075_E6	RRNW6934-23
RRNW_075_E7	RRNW6943-23
RRNW_075_E8	RRNW6951-23
RRNW_075_F1	RRNW6890-23
RRNW_075_F2	RRNW6899-23
RRNW_075_F3	RRNW6908-23
RRNW_075_F4	RRNW6916-23
RRNW_075_F5	RRNW6926-23
RRNW_075_F6	RRNW6935-23
RRNW_075_F7	RRNW6944-23
RRNW_075_G1	RRNW6891-23
RRNW_075_G2	RRNW6900-23
RRNW_075_G3	RRNW6909-23
RRNW_075_G4	RRNW6917-23
RRNW_075_G5	RRNW6927-23
RRNW_075_G6	RRNW6936-23
RRNW_075_G7	RRNW6945-23
RRNW_075_H1	RRNW6892-23
RRNW_075_H2	RRNW6901-23
RRNW_075_H3	RRNW6910-23
RRNW_075_H4	RRNW6920-23
RRNW_075_H5	RRNW6928-23
RRNW_075_H6	RRNW6937-23
RRNW_075_H7	RRNW6946-23
RRNW_076_A1	RRNW6968-23
RRNW_076_A10	RRNW9189-23
RRNW_076_A11	RRNW9276-23
RRNW_076_A12	RRNW9362-23
RRNW_076_A2	RRNW9373-23
RRNW_076_A3	RRNW7732-23
RRNW_076_A4	RRNW8601-23
RRNW_076_A5	RRNW8753-23
RRNW_076_A6	RRNW8840-23
RRNW_076_A7	RRNW8926-23
RRNW_076_A8	RRNW9015-23
RRNW_076_A9	RRNW9102-23
RRNW_076_B1	RRNW8057-23
RRNW_076_B10	RRNW9200-23
RRNW_076_B11	RRNW9287-23
RRNW_076_B12	RRNW9374-23
RRNW_076_B2	RRNW6969-23
RRNW_076_B3	RRNW7841-23
RRNW_076_B4	RRNW8677-23
RRNW_076_B5	RRNW8764-23
RRNW_076_B6	RRNW8851-23
RRNW_076_B7	RRNW8938-23
RRNW_076_B8	RRNW9024-23
RRNW_076_B9	RRNW9113-23
RRNW_076_C1	RRNW8719-23
RRNW_076_C10	RRNW9211-23
RRNW_076_C11	RRNW9298-23
RRNW_076_C12	RRNW9385-23
RRNW_076_C2	RRNW7078-23
RRNW_076_C3	RRNW7950-23
RRNW_076_C4	RRNW8688-23
RRNW_076_C5	RRNW8775-23
RRNW_076_C6	RRNW8862-23
RRNW_076_C7	RRNW8949-23
RRNW_076_C8	RRNW9035-23
RRNW_076_C9	RRNW9124-23
RRNW_076_D1	RRNW8828-23
RRNW_076_D10	RRNW9222-23
RRNW_076_D11	RRNW9309-23
RRNW_076_D12	RRNW9396-23
RRNW_076_D2	RRNW7187-23
RRNW_076_D3	RRNW8058-23
RRNW_076_D4	RRNW8699-23
RRNW_076_D5	RRNW8786-23
RRNW_076_D6	RRNW8873-23
RRNW_076_D7	RRNW8960-23
RRNW_076_D8	RRNW9047-23
RRNW_076_D9	RRNW9133-23
RRNW_076_E1	RRNW8937-23
RRNW_076_E10	RRNW9231-23
RRNW_076_E11	RRNW9320-23
RRNW_076_E12	RRNW9407-23
RRNW_076_E2	RRNW7296-23
RRNW_076_E3	RRNW8167-23
RRNW_076_E4	RRNW8708-23
RRNW_076_E5	RRNW8797-23
RRNW_076_E6	RRNW8884-23
RRNW_076_E7	RRNW8971-23
RRNW_076_E8	RRNW9058-23
RRNW_076_E9	RRNW9144-23
RRNW_076_F1	RRNW9046-23
RRNW_076_F10	RRNW9242-23
RRNW_076_F11	RRNW9331-23
RRNW_076_F12	RRNW9418-23
RRNW_076_F2	RRNW7405-23
RRNW_076_F3	RRNW8276-23
RRNW_076_F4	RRNW8720-23
RRNW_076_F5	RRNW8808-23
RRNW_076_F6	RRNW8895-23
RRNW_076_F7	RRNW8982-23
RRNW_076_F8	RRNW9069-23
RRNW_076_F9	RRNW9156-23
RRNW_076_G1	RRNW9155-23
RRNW_076_G10	RRNW9253-23
RRNW_076_G11	RRNW9340-23
RRNW_076_G2	RRNW7514-23
RRNW_076_G3	RRNW8385-23
RRNW_076_G4	RRNW8731-23
RRNW_076_G5	RRNW8817-23
RRNW_076_G6	RRNW8906-23
RRNW_076_G7	RRNW8993-23
RRNW_076_G8	RRNW9080-23
RRNW_076_G9	RRNW9167-23
RRNW_076_H1	RRNW9264-23
RRNW_076_H10	RRNW9265-23
RRNW_076_H11	RRNW9351-23
RRNW_076_H2	RRNW7623-23
RRNW_076_H3	RRNW8493-23
RRNW_076_H4	RRNW8742-23
RRNW_076_H5	RRNW8829-23
RRNW_076_H6	RRNW8916-23
RRNW_076_H7	RRNW9004-23
RRNW_076_H8	RRNW9091-23
RRNW_076_H9	RRNW9178-23
RRNW_077_A1	RRNW9447-23
RRNW_077_A10	RRNW7721-23
RRNW_077_A11	RRNW7808-23
RRNW_077_A12	RRNW7895-23
RRNW_077_A2	RRNW7025-23
RRNW_077_A3	RRNW7112-23
RRNW_077_A4	RRNW7199-23
RRNW_077_A5	RRNW7285-23
RRNW_077_A6	RRNW7372-23
RRNW_077_A7	RRNW7459-23
RRNW_077_A8	RRNW7548-23
RRNW_077_A9	RRNW7635-23
RRNW_077_B1	RRNW9458-23
RRNW_077_B10	RRNW7733-23
RRNW_077_B11	RRNW7819-23
RRNW_077_B12	RRNW7906-23
RRNW_077_B2	RRNW7034-23
RRNW_077_B3	RRNW7123-23
RRNW_077_B4	RRNW7210-23
RRNW_077_B5	RRNW7297-23
RRNW_077_B6	RRNW7383-23
RRNW_077_B7	RRNW7470-23
RRNW_077_B8	RRNW7557-23
RRNW_077_B9	RRNW7646-23
RRNW_077_C1	RRNW9469-23
RRNW_077_C10	RRNW7744-23
RRNW_077_C11	RRNW7830-23
RRNW_077_C12	RRNW7917-23
RRNW_077_C2	RRNW7045-23
RRNW_077_C3	RRNW7134-23
RRNW_077_C4	RRNW7221-23
RRNW_077_C5	RRNW7308-23
RRNW_077_C6	RRNW7394-23
RRNW_077_C7	RRNW7481-23
RRNW_077_C8	RRNW7568-23
RRNW_077_C9	RRNW7657-23
RRNW_077_D1	RRNW6970-23
RRNW_077_D10	RRNW7755-23
RRNW_077_D11	RRNW7842-23
RRNW_077_D12	RRNW7928-23
RRNW_077_D2	RRNW7056-23
RRNW_077_D3	RRNW7143-23
RRNW_077_D4	RRNW7232-23
RRNW_077_D5	RRNW7319-23
RRNW_077_D6	RRNW7406-23
RRNW_077_D7	RRNW7492-23
RRNW_077_D8	RRNW7579-23
RRNW_077_D9	RRNW7666-23
RRNW_077_E1	RRNW6981-23
RRNW_077_E10	RRNW7764-23
RRNW_077_E11	RRNW7853-23
RRNW_077_E12	RRNW7939-23
RRNW_077_E2	RRNW7067-23
RRNW_077_E3	RRNW7154-23
RRNW_077_E4	RRNW7241-23
RRNW_077_E5	RRNW7330-23
RRNW_077_E6	RRNW7417-23
RRNW_077_E7	RRNW7503-23
RRNW_077_E8	RRNW7590-23
RRNW_077_E9	RRNW7677-23
RRNW_077_F1	RRNW6992-23
RRNW_077_F10	RRNW7775-23
RRNW_077_F11	RRNW7864-23
RRNW_077_F12	RRNW7951-23
RRNW_077_F2	RRNW7079-23
RRNW_077_F3	RRNW7165-23
RRNW_077_F4	RRNW7252-23
RRNW_077_F5	RRNW7341-23
RRNW_077_F6	RRNW7428-23
RRNW_077_F7	RRNW7515-23
RRNW_077_F8	RRNW7601-23
RRNW_077_F9	RRNW7688-23
RRNW_077_G1	RRNW7003-23
RRNW_077_G10	RRNW7786-23
RRNW_077_G11	RRNW7873-23
RRNW_077_G2	RRNW7090-23
RRNW_077_G3	RRNW7176-23
RRNW_077_G4	RRNW7263-23
RRNW_077_G5	RRNW7350-23
RRNW_077_G6	RRNW7439-23
RRNW_077_G7	RRNW7526-23
RRNW_077_G8	RRNW7612-23
RRNW_077_G9	RRNW7699-23
RRNW_077_H1	RRNW7014-23
RRNW_077_H10	RRNW7797-23
RRNW_077_H11	RRNW7884-23
RRNW_077_H2	RRNW7101-23
RRNW_077_H3	RRNW7188-23
RRNW_077_H4	RRNW7274-23
RRNW_077_H5	RRNW7361-23
RRNW_077_H6	RRNW7449-23
RRNW_077_H7	RRNW7537-23
RRNW_077_H8	RRNW7624-23
RRNW_077_H9	RRNW7710-23
