sampleid	processid
RRNW_061_B4	RRNW5128-23
RRNW_061_B5	RRNW5129-23
RRNW_061_B6	RRNW5130-23
RRNW_061_B7	RRNW5131-23
RRNW_061_B8	RRNW5132-23
RRNW_061_B9	RRNW5133-23
RRNW_061_C1	RRNW5138-23
RRNW_061_C10	RRNW5147-23
RRNW_061_C11	RRNW5149-23
RRNW_061_C12	RRNW5150-23
RRNW_061_C2	RRNW5139-23
RRNW_061_C3	RRNW5140-23
RRNW_061_C4	RRNW5141-23
RRNW_061_C5	RRNW5142-23
RRNW_061_C6	RRNW5143-23
RRNW_061_C7	RRNW5144-23
RRNW_061_C8	RRNW5145-23
RRNW_061_C9	RRNW5146-23
RRNW_061_D1	RRNW5151-23
RRNW_061_D10	RRNW5161-23
RRNW_061_D11	RRNW5162-23
RRNW_061_D12	RRNW5163-23
RRNW_061_D2	RRNW5152-23
RRNW_061_D3	RRNW5153-23
RRNW_061_D4	RRNW5154-23
RRNW_061_D5	RRNW5155-23
RRNW_061_D6	RRNW5156-23
RRNW_061_D7	RRNW5157-23
RRNW_061_D8	RRNW5158-23
RRNW_061_D9	RRNW5160-23
RRNW_061_E1	RRNW5164-23
RRNW_061_E10	RRNW5174-23
RRNW_061_E11	RRNW5175-23
RRNW_061_E12	RRNW5176-23
RRNW_061_E2	RRNW5165-23
RRNW_061_E3	RRNW5166-23
RRNW_061_E4	RRNW5167-23
RRNW_061_E5	RRNW5168-23
RRNW_061_E6	RRNW5169-23
RRNW_061_E7	RRNW5171-23
RRNW_061_E8	RRNW5172-23
RRNW_061_E9	RRNW5173-23
RRNW_061_F1	RRNW5177-23
RRNW_061_F10	RRNW5187-23
RRNW_061_F11	RRNW5188-23
RRNW_061_F12	RRNW5189-23
RRNW_061_F2	RRNW5178-23
RRNW_061_F3	RRNW5179-23
RRNW_061_F4	RRNW5180-23
RRNW_061_F5	RRNW5182-23
RRNW_061_F6	RRNW5183-23
RRNW_061_F7	RRNW5184-23
RRNW_061_F8	RRNW5185-23
RRNW_061_F9	RRNW5186-23
RRNW_061_G1	RRNW5190-23
RRNW_061_G10	RRNW5200-23
RRNW_061_G11	RRNW5201-23
RRNW_061_G12	RRNW5202-23
RRNW_061_G2	RRNW5191-23
RRNW_061_G3	RRNW5193-23
RRNW_061_G4	RRNW5194-23
RRNW_061_G5	RRNW5195-23
RRNW_061_G6	RRNW5196-23
RRNW_061_G7	RRNW5197-23
RRNW_061_G8	RRNW5198-23
RRNW_061_G9	RRNW5199-23
RRNW_061_H1	RRNW5204-23
RRNW_061_H10	RRNW5213-23
RRNW_061_H11	RRNW5215-23
RRNW_061_H2	RRNW5205-23
RRNW_061_H3	RRNW5206-23
RRNW_061_H4	RRNW5207-23
RRNW_061_H5	RRNW5208-23
RRNW_061_H6	RRNW5209-23
RRNW_061_H7	RRNW5210-23
RRNW_061_H8	RRNW5211-23
RRNW_061_H9	RRNW5212-23
RRNW_062_A1	RRNW5216-23
RRNW_062_A10	RRNW5228-23
RRNW_062_A11	RRNW5229-23
RRNW_062_A12	RRNW5230-23
RRNW_062_A2	RRNW5217-23
RRNW_062_A3	RRNW5218-23
RRNW_062_A4	RRNW5219-23
RRNW_062_A5	RRNW5220-23
RRNW_062_A6	RRNW5221-23
RRNW_062_A7	RRNW5222-23
RRNW_062_A8	RRNW5223-23
RRNW_062_A9	RRNW5227-23
RRNW_062_B1	RRNW5231-23
RRNW_062_B10	RRNW5241-23
RRNW_062_B11	RRNW5242-23
RRNW_062_B12	RRNW5243-23
RRNW_062_B2	RRNW5232-23
RRNW_062_B3	RRNW5233-23
RRNW_062_B4	RRNW5234-23
RRNW_062_B5	RRNW5235-23
RRNW_062_B6	RRNW5236-23
RRNW_062_B7	RRNW5238-23
RRNW_062_B8	RRNW5239-23
RRNW_062_B9	RRNW5240-23
RRNW_062_C1	RRNW5244-23
RRNW_062_C10	RRNW5254-23
RRNW_062_C11	RRNW5255-23
RRNW_062_C12	RRNW5256-23
RRNW_062_C2	RRNW5245-23
RRNW_062_C3	RRNW5246-23
RRNW_062_C4	RRNW5247-23
RRNW_062_C5	RRNW5249-23
RRNW_062_C6	RRNW5250-23
RRNW_062_C7	RRNW5251-23
RRNW_062_C8	RRNW5252-23
RRNW_062_C9	RRNW5253-23
RRNW_062_D1	RRNW5257-23
RRNW_062_D10	RRNW5267-23
RRNW_062_D11	RRNW5268-23
RRNW_062_D12	RRNW5269-23
RRNW_062_D2	RRNW5258-23
RRNW_062_D3	RRNW5260-23
RRNW_062_D4	RRNW5261-23
RRNW_062_D5	RRNW5262-23
RRNW_062_D6	RRNW5263-23
RRNW_062_D7	RRNW5264-23
RRNW_062_D8	RRNW5265-23
RRNW_062_D9	RRNW5266-23
RRNW_062_E1	RRNW5271-23
RRNW_062_E10	RRNW5280-23
RRNW_062_E11	RRNW5282-23
RRNW_062_E12	RRNW5283-23
RRNW_062_E2	RRNW5272-23
RRNW_062_E3	RRNW5273-23
RRNW_062_E4	RRNW5274-23
RRNW_062_E5	RRNW5275-23
RRNW_062_E6	RRNW5276-23
RRNW_062_E7	RRNW5277-23
RRNW_062_E8	RRNW5278-23
RRNW_062_E9	RRNW5279-23
RRNW_062_F1	RRNW5284-23
RRNW_062_F10	RRNW5294-23
RRNW_062_F11	RRNW5295-23
RRNW_062_F12	RRNW5296-23
RRNW_062_F2	RRNW5285-23
RRNW_062_F3	RRNW5286-23
RRNW_062_F4	RRNW5287-23
RRNW_062_F5	RRNW5288-23
RRNW_062_F6	RRNW5289-23
RRNW_062_F7	RRNW5290-23
RRNW_062_F8	RRNW5291-23
RRNW_062_F9	RRNW5293-23
RRNW_062_G1	RRNW5297-23
RRNW_062_G10	RRNW5307-23
RRNW_062_G11	RRNW5308-23
RRNW_062_G12	RRNW5309-23
RRNW_062_G2	RRNW5298-23
RRNW_062_G3	RRNW5299-23
RRNW_062_G4	RRNW5300-23
RRNW_062_G5	RRNW5301-23
RRNW_062_G6	RRNW5302-23
RRNW_062_G7	RRNW5304-23
RRNW_062_G8	RRNW5305-23
RRNW_062_G9	RRNW5306-23
RRNW_062_H1	RRNW5310-23
RRNW_062_H10	RRNW5320-23
RRNW_062_H11	RRNW5321-23
RRNW_062_H2	RRNW5311-23
RRNW_062_H3	RRNW5312-23
RRNW_062_H4	RRNW5313-23
RRNW_062_H5	RRNW5315-23
RRNW_062_H6	RRNW5316-23
RRNW_062_H7	RRNW5317-23
RRNW_062_H8	RRNW5318-23
RRNW_062_H9	RRNW5319-23
RRNW_063_A1	RRNW5322-23
RRNW_063_A10	RRNW5332-23
RRNW_063_A11	RRNW5333-23
RRNW_063_A12	RRNW5334-23
RRNW_063_A2	RRNW5323-23
RRNW_063_A3	RRNW5325-23
RRNW_063_A4	RRNW5326-23
RRNW_063_A5	RRNW5327-23
RRNW_063_A6	RRNW5328-23
RRNW_063_A7	RRNW5329-23
RRNW_063_A8	RRNW5330-23
RRNW_063_A9	RRNW5331-23
RRNW_063_B1	RRNW5337-23
RRNW_063_B10	RRNW5346-23
RRNW_063_B11	RRNW5348-23
RRNW_063_B12	RRNW5349-23
RRNW_063_B2	RRNW5338-23
RRNW_063_B3	RRNW5339-23
RRNW_063_B4	RRNW5340-23
RRNW_063_B5	RRNW5341-23
RRNW_063_B6	RRNW5342-23
RRNW_063_B7	RRNW5343-23
RRNW_063_B8	RRNW5344-23
RRNW_063_B9	RRNW5345-23
RRNW_063_C1	RRNW5350-23
RRNW_063_C10	RRNW5360-23
RRNW_063_C11	RRNW5361-23
RRNW_063_C12	RRNW5362-23
RRNW_063_C2	RRNW5351-23
RRNW_063_C3	RRNW5352-23
RRNW_063_C4	RRNW5353-23
RRNW_063_C5	RRNW5354-23
RRNW_063_C6	RRNW5355-23
RRNW_063_C7	RRNW5356-23
RRNW_063_C8	RRNW5357-23
RRNW_063_C9	RRNW5359-23
RRNW_063_D1	RRNW5363-23
RRNW_063_D10	RRNW5373-23
RRNW_063_D11	RRNW5374-23
RRNW_063_D12	RRNW5375-23
RRNW_063_D2	RRNW5364-23
RRNW_063_D3	RRNW5365-23
RRNW_063_D4	RRNW5366-23
RRNW_063_D5	RRNW5367-23
RRNW_063_D6	RRNW5368-23
RRNW_063_D7	RRNW5370-23
RRNW_063_D8	RRNW5371-23
RRNW_063_D9	RRNW5372-23
RRNW_063_E1	RRNW5376-23
RRNW_063_E10	RRNW5386-23
RRNW_063_E11	RRNW5387-23
RRNW_063_E12	RRNW5388-23
RRNW_063_E2	RRNW5377-23
RRNW_063_E3	RRNW5378-23
RRNW_063_E4	RRNW5379-23
RRNW_063_E5	RRNW5381-23
RRNW_063_E6	RRNW5382-23
RRNW_063_E7	RRNW5383-23
RRNW_063_E8	RRNW5384-23
RRNW_063_E9	RRNW5385-23
RRNW_063_F1	RRNW5389-23
RRNW_063_F10	RRNW5399-23
RRNW_063_F11	RRNW5400-23
RRNW_063_F12	RRNW5401-23
RRNW_063_F2	RRNW5390-23
RRNW_063_F3	RRNW5392-23
RRNW_063_F4	RRNW5393-23
RRNW_063_F5	RRNW5394-23
RRNW_063_F6	RRNW5395-23
RRNW_063_F7	RRNW5396-23
RRNW_063_F8	RRNW5397-23
RRNW_063_F9	RRNW5398-23
RRNW_063_G1	RRNW5403-23
RRNW_063_G10	RRNW5412-23
RRNW_063_G11	RRNW5414-23
RRNW_063_G12	RRNW5415-23
RRNW_063_G2	RRNW5404-23
RRNW_063_G3	RRNW5405-23
RRNW_063_G4	RRNW5406-23
RRNW_063_G5	RRNW5407-23
RRNW_063_G6	RRNW5408-23
RRNW_063_G7	RRNW5409-23
RRNW_063_G8	RRNW5410-23
RRNW_063_G9	RRNW5411-23
RRNW_063_H1	RRNW5416-23
RRNW_063_H10	RRNW5426-23
RRNW_063_H11	RRNW5427-23
RRNW_063_H2	RRNW5417-23
RRNW_063_H3	RRNW5418-23
RRNW_063_H4	RRNW5419-23
RRNW_063_H5	RRNW5420-23
RRNW_063_H6	RRNW5421-23
RRNW_063_H7	RRNW5422-23
RRNW_063_H8	RRNW5423-23
RRNW_063_H9	RRNW5425-23
RRNW_064_A1	RRNW5428-23
RRNW_064_A10	RRNW5438-23
RRNW_064_A11	RRNW5439-23
RRNW_064_A12	RRNW5440-23
RRNW_064_A2	RRNW5429-23
RRNW_064_A3	RRNW5430-23
RRNW_064_A4	RRNW5431-23
RRNW_064_A5	RRNW5432-23
RRNW_064_A6	RRNW5433-23
RRNW_064_A7	RRNW5435-23
RRNW_064_A8	RRNW5436-23
RRNW_064_A9	RRNW5437-23
RRNW_064_B1	RRNW5441-23
RRNW_064_B10	RRNW5452-23
RRNW_064_B11	RRNW5453-23
RRNW_064_B12	RRNW5454-23
RRNW_064_B2	RRNW5442-23
RRNW_064_B3	RRNW5443-23
RRNW_064_B4	RRNW5444-23
RRNW_064_B5	RRNW5447-23
RRNW_064_B6	RRNW5448-23
RRNW_064_B7	RRNW5449-23
RRNW_064_B8	RRNW5450-23
RRNW_064_B9	RRNW5451-23
RRNW_064_C1	RRNW5455-23
RRNW_064_C10	RRNW5465-23
RRNW_064_C11	RRNW5466-23
RRNW_064_C12	RRNW5467-23
RRNW_064_C2	RRNW5456-23
RRNW_064_C3	RRNW5458-23
RRNW_064_C4	RRNW5459-23
RRNW_064_C5	RRNW5460-23
RRNW_064_C6	RRNW5461-23
RRNW_064_C7	RRNW5462-23
RRNW_064_C8	RRNW5463-23
RRNW_064_C9	RRNW5464-23
RRNW_064_D1	RRNW5469-23
RRNW_064_D10	RRNW5478-23
RRNW_064_D11	RRNW5480-23
RRNW_064_D12	RRNW5481-23
RRNW_064_D2	RRNW5470-23
RRNW_064_D3	RRNW5471-23
RRNW_064_D4	RRNW5472-23
RRNW_064_D5	RRNW5473-23
RRNW_064_D6	RRNW5474-23
RRNW_064_D7	RRNW5475-23
RRNW_064_D8	RRNW5476-23
RRNW_064_D9	RRNW5477-23
RRNW_064_E1	RRNW5482-23
RRNW_064_E10	RRNW5492-23
RRNW_064_E11	RRNW5493-23
RRNW_064_E12	RRNW5494-23
RRNW_064_E2	RRNW5483-23
RRNW_064_E3	RRNW5484-23
RRNW_064_E4	RRNW5485-23
RRNW_064_E5	RRNW5486-23
RRNW_064_E6	RRNW5487-23
RRNW_064_E7	RRNW5488-23
RRNW_064_E8	RRNW5489-23
RRNW_064_E9	RRNW5491-23
RRNW_064_F1	RRNW5495-23
RRNW_064_F10	RRNW5505-23
RRNW_064_F11	RRNW5506-23
RRNW_064_F12	RRNW5507-23
RRNW_064_F2	RRNW5496-23
RRNW_064_F3	RRNW5497-23
RRNW_064_F4	RRNW5498-23
RRNW_064_F5	RRNW5499-23
RRNW_064_F6	RRNW5500-23
RRNW_064_F7	RRNW5502-23
RRNW_064_F8	RRNW5503-23
RRNW_064_F9	RRNW5504-23
RRNW_064_G1	RRNW5508-23
RRNW_064_G10	RRNW5518-23
RRNW_064_G11	RRNW5519-23
RRNW_064_G12	RRNW5520-23
RRNW_064_G2	RRNW5509-23
RRNW_064_G3	RRNW5510-23
RRNW_064_G4	RRNW5511-23
RRNW_064_G5	RRNW5513-23
RRNW_064_G6	RRNW5514-23
RRNW_064_G7	RRNW5515-23
RRNW_064_G8	RRNW5516-23
RRNW_064_G9	RRNW5517-23
RRNW_064_H1	RRNW5521-23
RRNW_064_H10	RRNW5531-23
RRNW_064_H11	RRNW5532-23
RRNW_064_H2	RRNW5522-23
RRNW_064_H3	RRNW5524-23
RRNW_064_H4	RRNW5525-23
RRNW_064_H5	RRNW5526-23
RRNW_064_H6	RRNW5527-23
RRNW_064_H7	RRNW5528-23
RRNW_064_H8	RRNW5529-23
RRNW_064_H9	RRNW5530-23
RRNW_065_A1	RRNW5534-23
RRNW_065_A10	RRNW5614-23
RRNW_065_A11	RRNW5623-23
RRNW_065_A12	RRNW5631-23
RRNW_065_A2	RRNW5542-23
RRNW_065_A3	RRNW5551-23
RRNW_065_A4	RRNW5561-23
RRNW_065_A5	RRNW5570-23
RRNW_065_A6	RRNW5579-23
RRNW_065_A7	RRNW5587-23
RRNW_065_A8	RRNW5596-23
RRNW_065_A9	RRNW5605-23
RRNW_065_B1	RRNW5535-23
RRNW_065_B10	RRNW5615-23
RRNW_065_B11	RRNW5624-23
RRNW_065_B12	RRNW5632-23
RRNW_065_B2	RRNW5543-23
RRNW_065_B3	RRNW5552-23
RRNW_065_B4	RRNW5562-23
RRNW_065_B5	RRNW5571-23
RRNW_065_B6	RRNW5580-23
RRNW_065_B7	RRNW5588-23
RRNW_065_B8	RRNW5597-23
RRNW_065_B9	RRNW5606-23
RRNW_065_C1	RRNW5536-23
RRNW_065_C10	RRNW5616-23
RRNW_065_C11	RRNW5625-23
RRNW_065_C12	RRNW5634-23
RRNW_065_C2	RRNW5545-23
RRNW_065_C3	RRNW5553-23
RRNW_065_C4	RRNW5563-23
RRNW_065_C5	RRNW5572-23
RRNW_065_C6	RRNW5581-23
RRNW_065_C7	RRNW5590-23
RRNW_065_C8	RRNW5598-23
RRNW_065_C9	RRNW5607-23
RRNW_065_D1	RRNW5537-23
RRNW_065_D10	RRNW5617-23
RRNW_065_D11	RRNW5626-23
RRNW_065_D12	RRNW5635-23
RRNW_065_D2	RRNW5546-23
RRNW_065_D3	RRNW5554-23
RRNW_065_D4	RRNW5564-23
RRNW_065_D5	RRNW5573-23
RRNW_065_D6	RRNW5582-23
RRNW_065_D7	RRNW5591-23
RRNW_065_D8	RRNW5599-23
RRNW_065_D9	RRNW5608-23
RRNW_065_E1	RRNW5538-23
RRNW_065_E10	RRNW5618-23
RRNW_065_E11	RRNW5627-23
RRNW_065_E12	RRNW5636-23
RRNW_065_E2	RRNW5547-23
RRNW_065_E3	RRNW5557-23
RRNW_065_E4	RRNW5565-23
RRNW_065_E5	RRNW5574-23
RRNW_065_E6	RRNW5583-23
RRNW_065_E7	RRNW5592-23
RRNW_065_E8	RRNW5601-23
RRNW_065_E9	RRNW5609-23
RRNW_065_F1	RRNW5539-23
RRNW_065_F10	RRNW5619-23
RRNW_065_F11	RRNW5628-23
RRNW_065_F12	RRNW5637-23
RRNW_065_F2	RRNW5548-23
RRNW_065_F3	RRNW5558-23
RRNW_065_F4	RRNW5566-23
RRNW_065_F5	RRNW5575-23
RRNW_065_F6	RRNW5584-23
RRNW_065_F7	RRNW5593-23
RRNW_065_F8	RRNW5602-23
RRNW_065_F9	RRNW5610-23
RRNW_065_G1	RRNW5540-23
RRNW_065_G10	RRNW5620-23
RRNW_065_G11	RRNW5629-23
RRNW_065_G2	RRNW5549-23
RRNW_065_G3	RRNW5559-23
RRNW_065_G4	RRNW5568-23
RRNW_065_G5	RRNW5576-23
RRNW_065_G6	RRNW5585-23
RRNW_065_G7	RRNW5594-23
RRNW_065_G8	RRNW5603-23
RRNW_065_G9	RRNW5612-23
RRNW_065_H1	RRNW5541-23
RRNW_065_H10	RRNW5621-23
RRNW_065_H11	RRNW5630-23
RRNW_065_H2	RRNW5550-23
RRNW_065_H3	RRNW5560-23
RRNW_065_H4	RRNW5569-23
RRNW_065_H5	RRNW5577-23
RRNW_065_H6	RRNW5586-23
RRNW_065_H7	RRNW5595-23
RRNW_065_H8	RRNW5604-23
RRNW_065_H9	RRNW5613-23
RRNW_066_A1	RRNW5638-23
RRNW_066_A2	RRNW5647-23
RRNW_066_B1	RRNW5639-23
RRNW_066_B2	RRNW5648-23
RRNW_066_C1	RRNW5640-23
RRNW_066_C2	RRNW5649-23
RRNW_066_D1	RRNW5641-23
RRNW_066_D2	RRNW5650-23
RRNW_066_E1	RRNW5643-23
RRNW_066_E2	RRNW5651-23
RRNW_066_F1	RRNW5644-23
RRNW_066_F2	RRNW5652-23
RRNW_066_G1	RRNW5645-23
RRNW_066_G2	RRNW5654-23
RRNW_066_H1	RRNW5646-23
RRNW_067_A1	RRNW6155-23
RRNW_067_A10	RRNW6843-23
RRNW_067_A11	RRNW6930-23
RRNW_067_A12	RRNW6958-23
RRNW_067_A2	RRNW6959-23
RRNW_067_A3	RRNW6233-23
RRNW_067_A4	RRNW6320-23
RRNW_067_A5	RRNW6407-23
RRNW_067_A6	RRNW6494-23
RRNW_067_A7	RRNW6580-23
RRNW_067_A8	RRNW6669-23
RRNW_067_A9	RRNW6756-23
RRNW_067_B1	RRNW6264-23
RRNW_067_B10	RRNW6854-23
RRNW_067_B11	RRNW6941-23
RRNW_067_B12	RRNW6960-23
RRNW_067_B2	RRNW6156-23
RRNW_067_B3	RRNW6244-23
RRNW_067_B4	RRNW6331-23
RRNW_067_B5	RRNW6418-23
RRNW_067_B6	RRNW6505-23
RRNW_067_B7	RRNW6592-23
RRNW_067_B8	RRNW6678-23
RRNW_067_B9	RRNW6767-23
RRNW_067_C1	RRNW6373-23
RRNW_067_C10	RRNW6865-23
RRNW_067_C11	RRNW6952-23
RRNW_067_C12	RRNW6961-23
RRNW_067_C2	RRNW6167-23
RRNW_067_C3	RRNW6255-23
RRNW_067_C4	RRNW6342-23
RRNW_067_C5	RRNW6429-23
RRNW_067_C6	RRNW6516-23
RRNW_067_C7	RRNW6603-23
RRNW_067_C8	RRNW6689-23
RRNW_067_C9	RRNW6778-23
RRNW_067_D1	RRNW6482-23
RRNW_067_D10	RRNW6876-23
RRNW_067_D11	RRNW6953-23
RRNW_067_D12	RRNW6962-23
RRNW_067_D2	RRNW6178-23
RRNW_067_D3	RRNW6265-23
RRNW_067_D4	RRNW6353-23
RRNW_067_D5	RRNW6440-23
RRNW_067_D6	RRNW6527-23
RRNW_067_D7	RRNW6614-23
RRNW_067_D8	RRNW6701-23
RRNW_067_D9	RRNW6787-23
RRNW_067_E1	RRNW6591-23
RRNW_067_E10	RRNW6885-23
RRNW_067_E11	RRNW6954-23
RRNW_067_E12	RRNW6963-23
RRNW_067_E2	RRNW6189-23
RRNW_067_E3	RRNW6276-23
RRNW_067_E4	RRNW6362-23
RRNW_067_E5	RRNW6451-23
RRNW_067_E6	RRNW6538-23
RRNW_067_E7	RRNW6625-23
RRNW_067_E8	RRNW6712-23
RRNW_067_E9	RRNW6798-23
RRNW_067_F1	RRNW6700-23
RRNW_067_F10	RRNW6896-23
RRNW_067_F11	RRNW6955-23
RRNW_067_F12	RRNW6964-23
RRNW_067_F2	RRNW6200-23
RRNW_067_F3	RRNW6287-23
RRNW_067_F4	RRNW6374-23
RRNW_067_F5	RRNW6462-23
RRNW_067_F6	RRNW6549-23
RRNW_067_F7	RRNW6636-23
RRNW_067_F8	RRNW6723-23
RRNW_067_F9	RRNW6810-23
RRNW_067_G1	RRNW6809-23
RRNW_067_G10	RRNW6907-23
RRNW_067_G11	RRNW6956-23
RRNW_067_G2	RRNW6211-23
RRNW_067_G3	RRNW6298-23
RRNW_067_G4	RRNW6385-23
RRNW_067_G5	RRNW6471-23
RRNW_067_G6	RRNW6560-23
RRNW_067_G7	RRNW6647-23
RRNW_067_G8	RRNW6734-23
RRNW_067_G9	RRNW6821-23
RRNW_067_H1	RRNW6918-23
RRNW_067_H10	RRNW6919-23
RRNW_067_H11	RRNW6957-23
RRNW_067_H2	RRNW6222-23
RRNW_067_H3	RRNW6309-23
RRNW_067_H4	RRNW6396-23
RRNW_067_H5	RRNW6483-23
RRNW_067_H6	RRNW6570-23
RRNW_067_H7	RRNW6658-23
RRNW_067_H8	RRNW6745-23
RRNW_067_H9	RRNW6832-23
RRNW_068_A1	RRNW6965-23
RRNW_068_A10	RRNW6232-23
RRNW_068_A11	RRNW6241-23
RRNW_068_A12	RRNW6250-23
RRNW_068_A2	RRNW6162-23
RRNW_068_A3	RRNW6171-23
RRNW_068_A4	RRNW6180-23
RRNW_068_A5	RRNW6188-23
RRNW_068_A6	RRNW6197-23
RRNW_068_A7	RRNW6206-23
RRNW_068_A8	RRNW6215-23
RRNW_068_A9	RRNW6224-23
RRNW_068_B1	RRNW6966-23
RRNW_068_B10	RRNW6234-23
RRNW_068_B11	RRNW6242-23
RRNW_068_B12	RRNW6251-23
RRNW_068_B2	RRNW6163-23
RRNW_068_B3	RRNW6172-23
RRNW_068_B4	RRNW6181-23
RRNW_068_B5	RRNW6190-23
RRNW_068_B6	RRNW6198-23
RRNW_068_B7	RRNW6207-23
RRNW_068_B8	RRNW6216-23
RRNW_068_B9	RRNW6225-23
RRNW_068_C1	RRNW6967-23
RRNW_068_C10	RRNW6235-23
RRNW_068_C11	RRNW6243-23
RRNW_068_C12	RRNW6252-23
RRNW_068_C2	RRNW6164-23
RRNW_068_C3	RRNW6173-23
RRNW_068_C4	RRNW6182-23
RRNW_068_C5	RRNW6191-23
RRNW_068_C6	RRNW6199-23
RRNW_068_C7	RRNW6208-23
RRNW_068_C8	RRNW6217-23
RRNW_068_C9	RRNW6226-23
RRNW_068_D1	RRNW6157-23
RRNW_068_D10	RRNW6236-23
RRNW_068_D11	RRNW6245-23
RRNW_068_D12	RRNW6253-23
RRNW_068_D2	RRNW6165-23
RRNW_068_D3	RRNW6174-23
RRNW_068_D4	RRNW6183-23
RRNW_068_D5	RRNW6192-23
RRNW_068_D6	RRNW6201-23
RRNW_068_D7	RRNW6209-23
RRNW_068_D8	RRNW6218-23
RRNW_068_D9	RRNW6227-23
RRNW_068_E1	RRNW6158-23
RRNW_068_E10	RRNW6237-23
RRNW_068_E11	RRNW6246-23
RRNW_068_E12	RRNW6254-23
RRNW_068_E2	RRNW6166-23
RRNW_068_E3	RRNW6175-23
RRNW_068_E4	RRNW6184-23
RRNW_068_E5	RRNW6193-23
RRNW_068_E6	RRNW6202-23
RRNW_068_E7	RRNW6210-23
RRNW_068_E8	RRNW6219-23
RRNW_068_E9	RRNW6228-23
RRNW_068_F1	RRNW6159-23
RRNW_068_F10	RRNW6238-23
RRNW_068_F11	RRNW6247-23
RRNW_068_F12	RRNW6256-23
RRNW_068_F2	RRNW6168-23
RRNW_068_F3	RRNW6176-23
RRNW_068_F4	RRNW6185-23
RRNW_068_F5	RRNW6194-23
RRNW_068_F6	RRNW6203-23
RRNW_068_F7	RRNW6212-23
RRNW_068_F8	RRNW6220-23
RRNW_068_F9	RRNW6229-23
RRNW_068_G1	RRNW6160-23
RRNW_068_G10	RRNW6239-23
RRNW_068_G11	RRNW6248-23
RRNW_068_G2	RRNW6169-23
RRNW_068_G3	RRNW6177-23
RRNW_068_G4	RRNW6186-23
RRNW_068_G5	RRNW6195-23
RRNW_068_G6	RRNW6204-23
RRNW_068_G7	RRNW6213-23
RRNW_068_G8	RRNW6221-23
RRNW_068_G9	RRNW6230-23
RRNW_068_H1	RRNW6161-23
RRNW_068_H10	RRNW6240-23
RRNW_068_H11	RRNW6249-23
RRNW_068_H2	RRNW6170-23
RRNW_068_H3	RRNW6179-23
RRNW_068_H4	RRNW6187-23
RRNW_068_H5	RRNW6196-23
RRNW_068_H6	RRNW6205-23
RRNW_068_H7	RRNW6214-23
RRNW_068_H8	RRNW6223-23
RRNW_068_H9	RRNW6231-23
RRNW_069_A1	RRNW6257-23
RRNW_069_A10	RRNW6337-23
RRNW_069_A11	RRNW6346-23
RRNW_069_A12	RRNW6355-23
RRNW_069_A2	RRNW6267-23
RRNW_069_A3	RRNW6275-23
RRNW_069_A4	RRNW6284-23
RRNW_069_A5	RRNW6293-23
RRNW_069_A6	RRNW6302-23
RRNW_069_A7	RRNW6311-23
RRNW_069_A8	RRNW6319-23
RRNW_069_A9	RRNW6328-23
RRNW_069_B1	RRNW6258-23
RRNW_069_B10	RRNW6338-23
RRNW_069_B11	RRNW6347-23
RRNW_069_B12	RRNW6356-23
RRNW_069_B2	RRNW6268-23
RRNW_069_B3	RRNW6277-23
RRNW_069_B4	RRNW6285-23
RRNW_069_B5	RRNW6294-23
RRNW_069_B6	RRNW6303-23
RRNW_069_B7	RRNW6312-23
RRNW_069_B8	RRNW6321-23
RRNW_069_B9	RRNW6329-23
RRNW_069_C1	RRNW6259-23
RRNW_069_C10	RRNW6339-23
RRNW_069_C11	RRNW6348-23
RRNW_069_C12	RRNW6357-23
RRNW_069_C2	RRNW6269-23
RRNW_069_C3	RRNW6278-23
RRNW_069_C4	RRNW6286-23
RRNW_069_C5	RRNW6295-23
RRNW_069_C6	RRNW6304-23
RRNW_069_C7	RRNW6313-23
RRNW_069_C8	RRNW6322-23
RRNW_069_C9	RRNW6330-23
RRNW_069_D1	RRNW6260-23
RRNW_069_D10	RRNW6340-23
RRNW_069_D11	RRNW6349-23
RRNW_069_D12	RRNW6358-23
RRNW_069_D2	RRNW6270-23
RRNW_069_D3	RRNW6279-23
RRNW_069_D4	RRNW6288-23
RRNW_069_D5	RRNW6296-23
RRNW_069_D6	RRNW6305-23
RRNW_069_D7	RRNW6314-23
RRNW_069_D8	RRNW6323-23
RRNW_069_D9	RRNW6332-23
RRNW_069_E1	RRNW6261-23
RRNW_069_E10	RRNW6341-23
RRNW_069_E11	RRNW6350-23
RRNW_069_E12	RRNW6359-23
RRNW_069_E2	RRNW6271-23
RRNW_069_E3	RRNW6280-23
RRNW_069_E4	RRNW6289-23
RRNW_069_E5	RRNW6297-23
RRNW_069_E6	RRNW6306-23
RRNW_069_E7	RRNW6315-23
RRNW_069_E8	RRNW6324-23
RRNW_069_E9	RRNW6333-23
RRNW_069_F1	RRNW6262-23
RRNW_069_F10	RRNW6343-23
RRNW_069_F11	RRNW6351-23
RRNW_069_F12	RRNW6360-23
RRNW_069_F2	RRNW6272-23
RRNW_069_F3	RRNW6281-23
RRNW_069_F4	RRNW6290-23
RRNW_069_F5	RRNW6299-23
RRNW_069_F6	RRNW6307-23
RRNW_069_F7	RRNW6316-23
RRNW_069_F8	RRNW6325-23
RRNW_069_F9	RRNW6334-23
RRNW_069_G1	RRNW6263-23
RRNW_069_G10	RRNW6344-23
RRNW_069_G11	RRNW6352-23
RRNW_069_G2	RRNW6273-23
RRNW_069_G3	RRNW6282-23
